"MSNDATE","THEATER","COUNTRY_FLYING_MISSION","NAF","UNIT_ID","AIRCRAFT_NAME","AC_ATTACKING","TAKEOFF_BASE","TAKEOFF_COUNTRY","TAKEOFF_LATITUDE","TAKEOFF_LONGITUDE","TGT_COUNTRY","TGT_LOCATION","TGT_LATITUDE","TGT_LONGITUDE","TONS_HE","TONS_IC","TONS_FRAG","TOTAL_TONS"
08/26/1944,"ETO",,,,"B17",11,,,,,"GERMANY","GELSENKIRCHEN",51.5,7.08,22,0,0,22
08/26/1944,"ETO",,,,"B17",11,,,,,"GERMANY","GELSENKIRCHEN",51.5,7.08,22,0,0,22
08/26/1944,"ETO",,,,"B17",11,,,,,"GERMANY","GELSENKIRCHEN",51.5,7.08,22,0,0,22
03/24/1945,"ETO",,,,"B24",11,,,,,"GERMANY","TREYSA",50.92,9.18,22,0,0,22
10/20/1944,"ETO","USA","15 AF",,"B24",11,,,,,"GERMANY","BAD AIBLING",47.87,12.02,0,0,22,22
10/20/1944,"ETO","USA","15 AF",,"B24",11,,,,,"GERMANY","BAD AIBLING",47.87,12.02,0,0,22,22
10/20/1944,"ETO","USA","15 AF",,"B24",11,,,,,"GERMANY","BAD AIBLING",47.87,12.02,0,0,22,22
05/12/1944,"ETO",,,,"B24",11,,,,,"GERMANY","LEUN",50.55,8.37,22,0,0,22
05/12/1944,"ETO",,,,"B24",11,,,,,"GERMANY","LEUN",50.55,8.37,22,0,0,22
05/12/1944,"ETO",,,,"B24",11,,,,,"GERMANY","LEUN",50.55,8.37,22,0,0,22
05/26/1944,"ETO","GREAT BRITAIN","RAF",,"LIGHT",11,,,,,"GERMANY","AACHEN",50.78,6.08,22,0,0,22
11/30/1944,"ETO",,,,"B24",11,,,,,"GERMANY","HOMBURG",47.93,8.93,22,0,0,22
12/11/1944,"ETO","USA","8 AF",,"B24",11,,,,,"GERMANY","HANAU",50.13,8.93,22,0,0,22
12/11/1944,"ETO",,,,"B17",11,,,,,"GERMANY","MANNHEIM",49.48,8.47,22,0,0,22
12/11/1944,"ETO",,,,"B17",11,,,,,"GERMANY","MANNHEIM",49.48,8.47,22,0,0,22
12/12/1944,"ETO","USA","8 AF",,"B24",11,,,,,"GERMANY","ASCHAFFENBURG",50,9.17,22,0,0,22
12/28/1944,"ETO",,,,"B17",11,,,,,"GERMANY","REMAGEN",50.55,7.23,22,0,0,22
12/28/1944,"ETO",,,,"B17",11,,,,,"GERMANY","REMAGEN",50.55,7.23,22,0,0,22
12/28/1944,"ETO",,,,"B17",11,,,,,"GERMANY","REMAGEN",50.55,7.23,22,0,0,22
12/28/1944,"ETO",,,,"B17",11,,,,,"GERMANY","REMAGEN",50.55,7.23,22,0,0,22
01/01/1945,"ETO",,,,"B17",11,,,,,"GERMANY","KASSEL",51.32,9.47,22,0,0,22
01/06/1945,"ETO",,,,"B17",11,,,,,"GERMANY","COLOGNE",50.93,6.95,22,0,0,22
02/12/1945,"ETO","GREAT BRITAIN","RAF",,"LIGHT",11,,,,,"GERMANY","MISBURG",52.4,9.85,22,0,0,22
09/22/1944,"ETO",,,,"B17",10,,,,,"GERMANY","KASSEL",51.32,9.47,12,10,0,22
09/22/1944,"ETO",,,,"B17",10,,,,,"GERMANY","KASSEL",51.32,9.47,12,10,0,22
09/22/1944,"ETO",,,,"B17",10,,,,,"GERMANY","KASSEL",51.32,9.47,12,10,0,22
09/22/1944,"ETO",,,,"B17",10,,,,,"GERMANY","KASSEL",51.32,9.47,12,10,0,22
03/10/1945,"ETO",,,,"B17",10,,,,,"GERMANY","DORTMUND",51.52,7.45,17,5,0,22
03/14/1945,"ETO",,,,"B17",10,,,,,"GERMANY","LOHNE",52.61,8.36,17,5,0,22
03/14/1945,"ETO",,,,"B17",10,,,,,"GERMANY","LOHNE",52.61,8.36,17,5,0,22
10/17/1944,"ETO",,,,"B17",10,,,,,"GERMANY","COLOGNE",50.93,6.95,17,5,0,22
10/17/1944,"ETO",,,,"B17",10,,,,,"GERMANY","COLOGNE",50.93,6.95,17,5,0,22
10/17/1944,"ETO",,,,"B17",10,,,,,"GERMANY","COLOGNE",50.93,6.95,17,5,0,22
10/17/1944,"ETO",,,,"B17",10,,,,,"GERMANY","COLOGNE",50.93,6.95,17,5,0,22
10/17/1944,"ETO",,,,"B17",10,,,,,"GERMANY","COLOGNE",50.93,6.95,17,5,0,22
12/10/1944,"ETO","USA","8 AF",,"B17",10,,,,,"GERMANY","COBLENZ",50.35,7.6,17,5,0,22
12/11/1944,"ETO","USA","8 AF",,"B17",10,,,,,"GERMANY","GIESSEN",50.6,8.68,17,5,0,22
12/11/1944,"ETO","USA","8 AF",,"B17",10,,,,,"GERMANY","GIESSEN",50.6,8.68,17,5,0,22
02/14/1945,"ETO",,,,"B24",10,,,,,"GERMANY","MAGDEBURG",52.13,11.63,18,4,0,22
08/16/1944,"ETO",,,,"B17",10,,,,,"GERMANY","SCHKEUDITZ",51.38,12.22,0,0,22,22
08/16/1944,"ETO",,,,"B17",10,,,,,"GERMANY","SCHKEUDITZ",51.38,12.22,0,0,22,22
08/16/1944,"ETO",,,,"B17",10,,,,,"GERMANY","SCHKEUDITZ",51.38,12.22,0,0,22,22
09/11/1944,"ETO","USA","8 AF",,"B17",10,,,,,"GERMANY","CHEMNITZ",50.87,12.95,22,0,0,22
09/11/1944,"ETO","USA","8 AF",,"B17",10,,,,,"GERMANY","CHEMNITZ",50.87,12.95,22,0,0,22
09/11/1944,"ETO","USA","8 AF",,"B17",10,,,,,"GERMANY","CHEMNITZ",50.87,12.95,22,0,0,22
09/11/1944,"ETO","USA","8 AF",,"B17",10,,,,,"GERMANY","CHEMNITZ",50.87,12.95,22,0,0,22
03/18/1945,"ETO","USA","15 AF",,"B24",10,,,,,"GERMANY","BERLIN",52.53,13.42,22,0,0,22
03/18/1945,"ETO","USA","15 AF",,"B24",10,,,,,"GERMANY","BERLIN",52.53,13.42,22,0,0,22
03/18/1945,"ETO","USA","15 AF",,"B24",10,,,,,"GERMANY","BERLIN",52.53,13.42,22,0,0,22
03/18/1945,"ETO","USA","15 AF",,"B24",10,,,,,"GERMANY","BERLIN",52.53,13.42,22,0,0,22
03/24/1945,"ETO",,,,"B24",10,,,,,"GERMANY","STORMEDE",51.63,8.38,22,0,0,22
03/24/1945,"ETO",,,,"B24",10,,,,,"GERMANY","STORMEDE",51.63,8.38,22,0,0,22
03/24/1945,"ETO",,,,"B24",10,,,,,"GERMANY","STORMEDE",51.63,8.38,22,0,0,22
03/21/1945,"ETO",,,,"B17",10,,,,,"GERMANY","RHEINE",52.3,7.43,0,0,22,22
03/21/1945,"ETO",,,,"B17",10,,,,,"GERMANY","RHEINE",52.3,7.43,0,0,22,22
03/21/1945,"ETO",,,,"B17",10,,,,,"GERMANY","RHEINE",52.3,7.43,0,0,22,22
04/07/1945,"ETO",,,,"B24",10,,,,,"GERMANY","SCHWERIN",53.63,11.42,0,0,22,22
04/06/1945,"ETO","USA","8 AF",,"B24",10,,,,,"GERMANY","FURTH",48.92,12.67,22,0,0,22
04/06/1945,"ETO","USA","8 AF",,"B24",10,,,,,"GERMANY","FURTH",48.92,12.67,22,0,0,22
04/06/1945,"ETO","USA","8 AF",,"B24",10,,,,,"GERMANY","FURTH",48.92,12.67,22,0,0,22
11/01/1944,"ETO",,,,"B17",10,,,,,"GERMANY","GELSENKIRCHEN",51.5,7.08,22,0,0,22
11/01/1944,"ETO",,,,"B17",10,,,,,"GERMANY","GELSENKIRCHEN",51.5,7.08,22,0,0,22
11/02/1944,"ETO",,,,"B17",10,,,,,"GERMANY","MERSEBURG",51.35,12,22,0,0,22
11/02/1944,"ETO",,,,"B17",10,,,,,"GERMANY","MERSEBURG",51.35,12,22,0,0,22
11/06/1944,"ETO",,,,"B17",10,,,,,"GERMANY","DUISBURG",51.43,6.75,22,0,0,22
11/06/1944,"ETO",,,,"B17",10,,,,,"GERMANY","DUISBURG",51.43,6.75,22,0,0,22
04/18/1945,"ETO",,,,"B17",10,,,,,"GERMANY","FREISING",48.4,11.73,22,0,0,22
04/21/1945,"ETO","USA","8 AF",,"B17",10,,,,,"GERMANY","MUNICH",48.13,11.58,22,0,0,22
11/30/1944,"ETO",,,,"B17",10,,,,,"GERMANY","OHRDRUF",50.82,10.73,22,0,0,22
11/30/1944,"ETO",,,,"B17",10,,,,,"GERMANY","OHRDRUF",50.82,10.73,22,0,0,22
11/30/1944,"ETO",,,,"B17",10,,,,,"GERMANY","OHRDRUF",50.82,10.73,22,0,0,22
11/30/1944,"ETO",,,,"B24",10,,,,,"GERMANY","NEUNKIRCHEN",49.35,7.18,22,0,0,22
05/28/1944,"ETO",,,,"B24",10,,,,,"GERMANY","WETZLAR",50.56,8.5,22,0,0,22
05/28/1944,"ETO",,,,"B24",10,,,,,"GERMANY","WILHELMSHAVEN",53.53,8.13,22,0,0,22
05/28/1944,"ETO",,,,"B24",10,,,,,"GERMANY","WILHELMSHAVEN",53.53,8.13,22,0,0,22
12/12/1944,"ETO","USA","8 AF",,"B24",10,,,,,"GERMANY","HANAU",50.13,8.93,22,0,0,22
07/19/1944,"ETO",,,,"B24",10,,,,,"GERMANY","LEIPHEIM",48.43,10.22,0,0,22,22
07/19/1944,"ETO",,,,"B24",10,,,,,"GERMANY","LEIPHEIM",48.43,10.22,0,0,22,22
07/19/1944,"ETO",,,,"B24",10,,,,,"GERMANY","LEIPHEIM",48.43,10.22,0,0,22,22
02/06/1945,"ETO",,,,"B24",10,,,,,"GERMANY","MAGDEBURG",52.13,11.63,22,0,0,22
02/06/1945,"ETO",,,,"B24",10,,,,,"GERMANY","MAGDEBURG",52.13,11.63,22,0,0,22
02/06/1945,"ETO",,,,"B24",10,,,,,"GERMANY","MAGDEBURG",52.13,11.63,22,0,0,22
02/15/1945,"ETO","USA","8 AF",,"B17",10,,,,,"GERMANY","DRESDEN",51.05,13.75,22,0,0,22
09/22/1944,"ETO",,,,"B17",9,,,,,"GERMANY","KASSEL",51.32,9.47,11,11,0,22
09/22/1944,"ETO",,,,"B17",9,,,,,"GERMANY","KASSEL",51.32,9.47,11,11,0,22
09/22/1944,"ETO",,,,"B17",9,,,,,"GERMANY","KASSEL",51.32,9.47,11,11,0,22
09/22/1944,"ETO",,,,"B17",9,,,,,"GERMANY","KASSEL",51.32,9.47,11,11,0,22
10/02/1944,"ETO",,,,"B17",9,,,,,"GERMANY","WIESBADEN",50.07,8.23,11,11,0,22
10/02/1944,"ETO",,,,"B17",9,,,,,"GERMANY","WIESBADEN",50.07,8.23,11,11,0,22
10/02/1944,"ETO",,,,"B17",9,,,,,"GERMANY","WIESBADEN",50.07,8.23,11,11,0,22
10/18/1944,"ETO",,,,"B17",9,,,,,"GERMANY","KASSEL",51.32,9.47,12,10,0,22
10/18/1944,"ETO",,,,"B17",9,,,,,"GERMANY","KASSEL",51.32,9.47,12,10,0,22
10/18/1944,"ETO",,,,"B17",9,,,,,"GERMANY","KASSEL",51.32,9.47,12,10,0,22
10/18/1944,"ETO",,,,"B17",9,,,,,"GERMANY","KASSEL",51.32,9.47,12,10,0,22
10/19/1944,"ETO",,,,"B17",9,,,,,"GERMANY","WORMS",49.63,8.37,12,10,0,22
02/25/1943,"ETO","GREAT BRITAIN","RAF",,"LANCASTER",9,,,,,"GERMANY","NURNBERG",49.45,11.08,12,10,0,22
12/25/1944,"ETO",,,,"B24",9,,,,,"GERMANY","MECHERNICH",50.58,6.65,13,9,0,22
10/15/1944,"ETO",,,,"B17",9,,,,,"GERMANY","COLOGNE",50.93,6.95,14,8,0,22
10/16/1944,"ETO",,,,"B17",9,,,,,"GERMANY","COLOGNE",50.93,6.95,16,6,0,22
11/30/1944,"ETO",,,,"B24",9,,,,,"GERMANY","NEUNKIRCHEN",49.35,7.18,17,5,0,22
11/25/1944,"ETO","USA","9 AF",,"B24",9,,,,,"GERMANY","BINGEN",49.97,7.9,18,4,0,22
11/30/1944,"ETO",,,,"B24",9,,,,,"GERMANY","NEUNKIRCHEN",49.35,7.18,18,4,0,22
12/10/1944,"ETO","USA","8 AF",,"B24",9,,,,,"GERMANY","BINGEN",49.97,7.9,18,4,0,22
12/12/1944,"ETO","USA","8 AF",,"B24",9,,,,,"GERMANY","ASCHAFFENBURG",50,9.17,18,4,0,22
12/23/1944,"ETO",,,,"B17",9,,,,,"GERMANY","HOMBURG",47.93,8.93,18,4,0,22
07/19/1944,"ETO","USA","9 AF",,"B24",9,,,,,"GERMANY","COBLENZ",50.35,7.6,18,4,0,22
02/16/1945,"ETO","USA","8 AF",,"B17",9,,,,,"GERMANY","MUNSTER",50.13,8.46,22,0,0,22
02/16/1945,"ETO","USA","8 AF",,"B17",9,,,,,"GERMANY","MUNSTER",50.13,8.46,22,0,0,22
02/17/1945,"ETO","USA","8 AF",,"B17",9,,,,,"GERMANY","HANAU",50.13,8.93,22,0,0,22
02/23/1945,"ETO",,,,"B24",9,,,,,"GERMANY","REICHENBACH",48.17,8.1,22,0,0,22
02/23/1945,"ETO",,,,"B24",9,,,,,"GERMANY","FRITZLAR",51.12,9.25,22,0,0,22
03/20/1945,"ETO",,,,"B24",9,,,,,"GERMANY","HEMMINGSTEDT",54.13,9.07,22,0,0,22
03/20/1945,"ETO",,,,"B24",9,,,,,"GERMANY","HEMMINGSTEDT",54.13,9.07,22,0,0,22
10/02/1944,"ETO","USA","1 TAC",,"B17",9,,,,,"GERMANY","GESEKE",51.63,8.5,22,0,0,22
10/02/1944,"ETO","USA","1 TAC",,"B17",9,,,,,"GERMANY","GESEKE",51.63,8.5,22,0,0,22
10/02/1944,"ETO","USA","1 TAC",,"B17",9,,,,,"GERMANY","GESEKE",51.63,8.5,22,0,0,22
10/06/1944,"ETO",,,,"B17",9,,,,,"GERMANY","STRALSUND",54.3,13.1,22,0,0,22
10/06/1944,"ETO",,,,"B17",9,,,,,"GERMANY","STRALSUND",54.3,13.1,22,0,0,22
10/06/1944,"ETO",,,,"B17",9,,,,,"GERMANY","STRALSUND",54.3,13.1,22,0,0,22
10/07/1944,"ETO","USA","1 TAC",,"B17",9,,,,,"GERMANY","BIELEFELD",52.03,8.53,22,0,0,22
10/07/1944,"ETO","USA","1 TAC",,"B17",9,,,,,"GERMANY","BIELEFELD",52.03,8.53,22,0,0,22
10/07/1944,"ETO","USA","1 TAC",,"B17",9,,,,,"GERMANY","BIELEFELD",52.03,8.53,22,0,0,22
10/09/1944,"ETO",,,,"B17",9,,,,,"GERMANY","GUSTAVSBURG",50,8.33,22,0,0,22
10/09/1944,"ETO",,,,"B17",9,,,,,"GERMANY","GUSTAVSBURG",50,8.33,22,0,0,22
10/09/1944,"ETO",,,,"B17",9,,,,,"GERMANY","GUSTAVSBURG",50,8.33,22,0,0,22
10/09/1944,"ETO",,,,"B17",9,,,,,"GERMANY","GUSTAVSBURG",50,8.33,22,0,0,22
03/31/1945,"ETO",,,,"B17",9,,,,,"GERMANY","ERFURT",50.97,11.03,0,0,22,22
03/31/1945,"ETO",,,,"B17",9,,,,,"GERMANY","ERFURT",50.97,11.03,0,0,22,22
04/05/1945,"ETO","USA","8 AF",,"B24",9,,,,,"GERMANY","PLAUEN",50.48,12.13,22,0,0,22
11/02/1944,"ETO","USA","9 AF",,"B24",9,,,,,"GERMANY","BIELEFELD",52.03,8.53,22,0,0,22
11/02/1944,"ETO",,,,"B17",9,,,,,"GERMANY","MERSEBURG",51.35,12,22,0,0,22
11/02/1944,"ETO",,,,"B17",9,,,,,"GERMANY","MERSEBURG",51.35,12,22,0,0,22
11/06/1944,"ETO",,,,"B17",9,,,,,"GERMANY","NEUMUNSTER",54.08,10,22,0,0,22
04/20/1945,"ETO",,,,"B17",9,,,,,"GERMANY","SEDDIN",52.28,12.98,22,0,0,22
04/20/1945,"ETO",,,,"B17",9,,,,,"GERMANY","SEDDIN",52.28,12.98,22,0,0,22
11/29/1944,"ETO",,,,"B24",9,,,,,"GERMANY","ALTENBEKEN",51.77,8.92,22,0,0,22
11/30/1944,"ETO","USA","8 AF",,"B17",9,,,,,"GERMANY","LUTZKENDORF",51.3,11.85,22,0,0,22
11/30/1944,"ETO","USA","8 AF",,"B17",9,,,,,"GERMANY","LUTZKENDORF",51.3,11.85,22,0,0,22
12/02/1944,"ETO","USA","8 AF",,"B24",9,,,,,"GERMANY","BINGEN",49.97,7.9,22,0,0,22
12/05/1944,"ETO","USA","8 AF",,"B24",9,,,,,"GERMANY","MUNSTER",50.13,8.46,22,0,0,22
12/06/1944,"ETO",,,,"B17",9,,,,,"GERMANY","MERSEBURG",51.35,12,22,0,0,22
12/06/1944,"ETO",,,,"B17",9,,,,,"GERMANY","MERSEBURG",51.35,12,22,0,0,22
12/24/1944,"ETO",,,,"B24",9,,,,,"GERMANY","MAYEN",50.32,7.22,22,0,0,22
12/24/1944,"ETO",,,,"B24",9,,,,,"GERMANY","MAYEN",50.32,7.22,22,0,0,22
12/24/1944,"ETO",,,,"B24",9,,,,,"GERMANY","GEROLSTEIN",50.22,6.68,22,0,0,22
12/24/1944,"ETO",,,,"B24",9,,,,,"GERMANY","GEROLSTEIN",50.22,6.68,22,0,0,22
12/26/1944,"ETO",,,,"B24",9,,,,,"GERMANY","NIEDERLAHNSTEIN",50.32,7.6,22,0,0,22
12/26/1944,"ETO",,,,"B24",9,,,,,"GERMANY","NIEDERLAHNSTEIN",50.32,7.6,22,0,0,22
12/28/1944,"ETO","USA","8 AF",,"B17",9,,,,,"GERMANY","COBLENZ",50.35,7.6,22,0,0,22
12/29/1944,"ETO",,,,"B24",9,,,,,"GERMANY","FEUSDORF",50.35,6.62,22,0,0,22
12/31/1944,"ETO",,,,"B24",9,,,,,"GERMANY","NEUWIED",50.43,7.47,22,0,0,22
01/05/1945,"ETO",,,,"B17",9,,,,,"GERMANY","KAISERSLAUTERN",49.45,7.78,22,0,0,22
01/05/1945,"ETO",,,,"B24",9,,,,,"GERMANY","COCHEM",50.15,7.17,22,0,0,22
01/07/1945,"ETO","USA","8 AF",,"B24",9,,,,,"GERMANY","LANDAU",48.68,12.68,22,0,0,22
01/14/1945,"ETO",,,,"B24",9,,,,,"GERMANY","EHMEN",52.4,10.73,22,0,0,22
01/14/1945,"ETO",,,,"B24",9,,,,,"GERMANY","EHMEN",52.4,10.73,22,0,0,22
01/14/1945,"ETO",,,,"B24",9,,,,,"GERMANY","EHMEN",52.4,10.73,22,0,0,22
01/14/1945,"ETO",,,,"B24",9,,,,,"GERMANY","EHMEN",52.4,10.73,22,0,0,22
01/14/1945,"ETO",,,,"B24",9,,,,,"GERMANY","EHMEN",52.4,10.73,22,0,0,22
01/14/1945,"ETO",,,,"B24",9,,,,,"GERMANY","EHMEN",52.4,10.73,22,0,0,22
01/16/1945,"ETO","USA","8 AF",,"B24",9,,,,,"GERMANY","DRESDEN",51.05,13.75,22,0,0,22
01/16/1945,"ETO",,,,"B24",9,,,,,"GERMANY","MAGDEBURG",52.13,11.63,22,0,0,22
01/16/1945,"ETO",,,,"B24",9,,,,,"GERMANY","MAGDEBURG",52.13,11.63,22,0,0,22
01/20/1945,"ETO",,,,"B17",9,,,,,"GERMANY","RHEINE",52.3,7.43,22,0,0,22
01/28/1945,"ETO",,,,"B24",9,,,,,"GERMANY","KAISERSTUHL",48.1,7.7,22,0,0,22
01/28/1945,"ETO",,,,"B24",9,,,,,"GERMANY","KAISERSTUHL",48.1,7.7,22,0,0,22
01/28/1945,"ETO",,,,"B24",9,,,,,"GERMANY","KAISERSTUHL",48.1,7.7,22,0,0,22
01/28/1945,"ETO",,,,"B24",9,,,,,"GERMANY","KAISERSTUHL",48.1,7.7,22,0,0,22
01/28/1945,"ETO",,,,"B17",9,,,,,"GERMANY","GUTERSLOH",51.92,8.33,22,0,0,22
01/28/1945,"ETO",,,,"B17",9,,,,,"GERMANY","GUTERSLOH",51.92,8.33,22,0,0,22
01/28/1945,"ETO",,,,"B17",9,,,,,"GERMANY","GUTERSLOH",51.92,8.33,22,0,0,22
07/20/1944,"ETO","USA","8 AF",,"B17",9,,,,,"GERMANY","KOTHEN",51.75,11.88,22,0,0,22
07/20/1944,"ETO","USA","8 AF",,"B17",9,,,,,"GERMANY","KOTHEN",51.75,11.88,22,0,0,22
07/20/1944,"ETO","USA","8 AF",,"B17",9,,,,,"GERMANY","KOTHEN",51.75,11.88,22,0,0,22
02/06/1945,"ETO",,,,"B24",9,,,,,"GERMANY","MAGDEBURG",52.13,11.63,22,0,0,22
07/21/1944,"ETO","USA","9 AF",,"B24",9,,,,,"GERMANY","CITY TOT UNDER 6 TON",,,22,0,0,22
07/21/1944,"ETO","USA","9 AF",,"B24",9,,,,,"GERMANY","CITY TOT UNDER 6 TON",,,22,0,0,22
04/18/1944,"ETO",,,,"B17",8,,,,,"GERMANY","BAD WILSNACK",52.96,11.95,6,16,0,22
04/18/1944,"ETO",,,,"B17",8,,,,,"GERMANY","BAD WILSNACK",52.96,11.95,6,16,0,22
04/18/1944,"ETO",,,,"B17",8,,,,,"GERMANY","BAD WILSNACK",52.96,11.95,6,16,0,22
10/14/1944,"ETO",,,,"B17",8,,,,,"GERMANY","COLOGNE",50.93,6.95,11,11,0,22
10/18/1944,"ETO",,,,"B17",8,,,,,"GERMANY","KASSEL",51.32,9.47,11,11,0,22
10/18/1944,"ETO",,,,"B17",8,,,,,"GERMANY","KASSEL",51.32,9.47,11,11,0,22
10/18/1944,"ETO",,,,"B17",8,,,,,"GERMANY","KASSEL",51.32,9.47,11,11,0,22
10/18/1944,"ETO",,,,"B17",8,,,,,"GERMANY","KASSEL",51.32,9.47,11,11,0,22
10/22/1944,"ETO","USA","9 AF",,"B17",8,,,,,"GERMANY","MUNSTER",50.13,8.46,14,8,0,22
11/25/1944,"ETO","USA","9 AF",,"B24",8,,,,,"GERMANY","BINGEN",49.97,7.9,18,4,0,22
12/04/1944,"ETO","USA","8 AF",,"B24",8,,,,,"GERMANY","COBLENZ",50.35,7.6,18,4,0,22
12/04/1944,"ETO","USA","8 AF",,"B24",8,,,,,"GERMANY","COBLENZ",50.35,7.6,18,4,0,22
12/19/1944,"ETO",,,,"B24",8,,,,,"GERMANY","EHRANG",49.83,6.63,18,4,0,22
12/25/1944,"ETO","USA","8 AF",,"B24",8,,,,,"GERMANY","BUDESHEIM",50.22,8.83,18,4,0,22
12/25/1944,"ETO","USA","8 AF",,"B24",8,,,,,"GERMANY","BUDESHEIM",50.22,8.83,18,4,0,22
12/25/1944,"ETO","USA","8 AF",,"B24",8,,,,,"GERMANY","BUDESHEIM",50.22,8.83,18,4,0,22
12/25/1944,"ETO",,,,"B24",8,,,,,"GERMANY","PRUM",50.2,6.42,18,4,0,22
12/25/1944,"ETO",,,,"B24",8,,,,,"GERMANY","PRUM",50.2,6.42,18,4,0,22
12/25/1944,"ETO",,,,"B24",8,,,,,"GERMANY","PRUM",50.2,6.42,18,4,0,22
12/30/1944,"ETO",,,,"B17",8,,,,,"GERMANY","MAINZ",50,8.28,18,4,0,22
01/03/1945,"ETO","USA","8 AF",,"B24",8,,,,,"GERMANY","LANDAU",48.68,12.68,18,4,0,22
01/05/1945,"ETO",,,,"B24",8,,,,,"GERMANY","NEUNKIRCHEN",49.35,7.18,18,4,0,22
01/07/1945,"ETO",,,,"B24",8,,,,,"GERMANY","RASTATT",48.87,8.2,18,4,0,22
01/07/1945,"ETO",,,,"B24",8,,,,,"GERMANY","RASTATT",48.87,8.2,18,4,0,22
12/04/1944,"ETO","USA","8 AF",,"B24",8,,,,,"GERMANY","BEBRA",50.97,9.78,19,3,0,22
02/22/1945,"ETO","USA","8 AF",,"B24",8,,,,,"GERMANY","GOTTINGEN",50.88,8.77,22,0,0,22
02/24/1945,"ETO","GREAT BRITAIN","RAF",,"LANCASTER",8,,,,,"GERMANY","KAMEN",51.6,7.65,22,0,0,22
03/03/1945,"ETO",,,,"B24",8,,,,,"GERMANY","SALZBERGEN",52.33,7.35,22,0,0,22
03/03/1945,"ETO",,,,"B24",8,,,,,"GERMANY","SALZBERGEN",52.33,7.35,22,0,0,22
10/05/1944,"ETO",,,,"B17",8,,,,,"GERMANY","HANDORF",51.97,7.67,22,0,0,22
10/05/1944,"ETO",,,,"B17",8,,,,,"GERMANY","HANDORF",51.97,7.67,22,0,0,22
10/05/1944,"ETO",,,,"B17",8,,,,,"GERMANY","HANDORF",51.97,7.67,22,0,0,22
03/31/1945,"ETO",,,,"B17",8,,,,,"GERMANY","GOTHA",50.95,10.72,22,0,0,22
03/31/1945,"ETO",,,,"B17",8,,,,,"GERMANY","ZEITZ",51.05,12.13,22,0,0,22
03/31/1945,"ETO",,,,"B17",8,,,,,"GERMANY","ZEITZ",51.05,12.13,22,0,0,22
04/07/1945,"ETO",,,,"B24",8,,,,,"GERMANY","KRUMMEL",53.42,10.42,22,0,0,22
04/07/1945,"ETO",,,,"B24",8,,,,,"GERMANY","KRUMMEL",53.42,10.42,22,0,0,22
04/07/1945,"ETO",,,,"B24",8,,,,,"GERMANY","KRUMMEL",53.42,10.42,22,0,0,22
04/07/1945,"ETO",,,,"B24",8,,,,,"GERMANY","KRUMMEL",53.42,10.42,22,0,0,22
04/07/1945,"ETO",,,,"B24",8,,,,,"GERMANY","NEUMUNSTER",54.08,10,22,0,0,22
10/26/1944,"ETO",,,,"B24",8,,,,,"GERMANY","BOTTROP",51.53,6.98,22,0,0,22
10/26/1944,"ETO",,,,"B24",8,,,,,"GERMANY","BOTTROP",51.53,6.98,22,0,0,22
11/21/1944,"ETO",,,,"B24",8,,,,,"GERMANY","HAMBURG",53.55,10,22,0,0,22
11/21/1944,"ETO",,,,"B24",8,,,,,"GERMANY","HAMBURG",53.55,10,22,0,0,22
11/25/1944,"ETO",,,,"B17",8,,,,,"GERMANY","MERSEBURG",51.35,12,22,0,0,22
11/25/1944,"ETO",,,,"B17",8,,,,,"GERMANY","MERSEBURG",51.35,12,22,0,0,22
11/26/1944,"ETO",,,,"B24",8,,,,,"GERMANY","MISBURG",52.4,9.85,22,0,0,22
11/26/1944,"ETO",,,,"B24",8,,,,,"GERMANY","MISBURG",52.4,9.85,22,0,0,22
05/24/1944,"ETO","USA","8 AF",,"B17",8,,,,,"GERMANY","RECHLIN",53.37,12.72,22,0,0,22
05/24/1944,"ETO","USA","8 AF",,"B17",8,,,,,"GERMANY","RECHLIN",53.37,12.72,22,0,0,22
05/24/1944,"ETO","USA","8 AF",,"B17",8,,,,,"GERMANY","RECHLIN",53.37,12.72,22,0,0,22
11/29/1944,"ETO",,,,"B24",8,,,,,"GERMANY","BIELEFELD",52.03,8.53,22,0,0,22
12/02/1944,"ETO","USA","8 AF",,"B24",8,,,,,"GERMANY","BINGEN",49.97,7.9,22,0,0,22
12/11/1944,"ETO",,,,"B24",8,,,,,"GERMANY","MAXIMILIANSAU",49.03,8.3,22,0,0,22
12/19/1944,"ETO",,,,"B24",8,,,,,"GERMANY","BITBURG",49.98,6.52,22,0,0,22
12/19/1944,"ETO",,,,"B24",8,,,,,"GERMANY","KYLLBURG",50.05,6.62,22,0,0,22
12/23/1944,"ETO","USA","8 AF",,"B24",8,,,,,"GERMANY","DAHLEM",51.37,13,22,0,0,22
12/23/1944,"ETO","USA","8 AF",,"B24",8,,,,,"GERMANY","DAHLEM",51.37,13,22,0,0,22
12/23/1944,"ETO","USA","8 AF",,"B24",8,,,,,"GERMANY","DAHLEM",51.37,13,22,0,0,22
12/24/1944,"ETO","USA","8 AF",,"B24",8,,,,,"GERMANY","BLUMENTHAL",53.2,8.63,22,0,0,22
12/24/1944,"ETO","USA","8 AF",,"B24",8,,,,,"GERMANY","BLUMENTHAL",53.2,8.63,22,0,0,22
12/24/1944,"ETO","USA","8 AF",,"B24",8,,,,,"GERMANY","BLUMENTHAL",53.2,8.63,22,0,0,22
